"","restaurants","bars","cafe","college","casino","nightclub","pharmacy","theatre","university","antiques","art","bakery","tattoo","cinema","library","marketplace","railway_station","subway","hotels","volume"
"1216",112,1,97,23,0,0,19,0,537,0,6,1,0,0,1,0,1,6,116,"Very High"
"1217",620,58,351,8,0,14,41,41,693,0,42,22,20,1,1,0,2,42,275,"Massive"
"1218",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,139,"Normal"
"1219",192,3,88,0,0,0,29,0,0,2,1,10,0,0,3,28,1,1,372,"High"
"1220",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"1221",72,1,22,0,0,0,5,0,0,0,0,1,1,0,9,0,1,0,45,"Normal"
"1222",11,1,14,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"1223",50,2,11,6,0,1,3,0,0,0,0,1,0,0,1,0,1,0,252,"High"
"1224",144,13,161,14,0,17,16,24,548,0,3,0,1,0,39,0,66,3,199,"Very High"
"1225",25,3,3,0,0,0,1,0,12,0,0,0,0,1,0,0,1,0,0,"Normal"
"1226",70,4,45,0,0,1,7,0,145,1,10,0,0,0,0,0,1,10,82,"High"
"1227",110,26,95,15,0,1,0,0,0,0,0,0,0,1,7,0,5,0,191,"High"
"1228",42,0,20,0,0,0,16,0,0,0,0,2,0,0,0,0,1,0,211,"Normal"
"1229",225,17,62,0,21,12,3,0,0,18,102,5,0,19,0,0,1,102,434,"Very High"
"1230",310,18,228,29,0,0,8,46,810,0,33,1,0,0,43,0,2,33,350,"Very High"
"1231",186,69,173,0,0,1,12,0,1,0,0,0,0,1,7,0,5,0,193,"High"
"1232",102,8,45,0,1,0,12,0,0,0,0,1,0,0,0,0,2,0,209,"High"
"1233",72,2,34,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,223,"High"
"1234",200,10,53,0,0,1,40,10,88,2,6,6,0,1,2,2,2,6,205,"High"
"1235",33,2,27,17,0,0,6,11,0,0,0,0,0,0,14,0,3,0,17,"Normal"
"1236",111,12,9,0,0,0,4,1,0,0,0,0,0,22,6,1,1,0,99,"Normal"
"1237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Normal"
"1238",529,95,261,0,0,1,27,0,30,0,9,30,0,0,7,53,4,9,125,"Very High"
"1239",74,13,19,0,0,0,4,0,94,0,0,7,0,6,17,1,1,0,67,"High"
"1240",187,14,174,0,2,0,43,0,0,0,18,16,0,0,0,0,39,18,570,"Very High"
"1241",33,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,"Normal"
"1242",230,18,56,0,21,12,3,0,0,25,123,0,0,19,0,0,1,123,496,"Very High"
"1243",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,"Normal"
"1244",442,47,156,0,3,11,6,193,1,17,101,9,1,26,6,0,3,101,223,"Very High"
"1245",1224,200,442,46,11,56,26,196,1,14,165,39,19,26,1,13,3,165,374,"Massive"
"1246",1578,207,548,44,12,41,45,241,0,13,72,55,25,36,0,5,2,72,383,"Massive"
"1247",189,3,92,0,0,0,35,0,0,2,1,9,0,0,4,28,2,1,378,"High"
"1248",26,15,28,0,0,0,0,1,0,0,0,0,0,1,18,92,1,0,0,"Normal"
"1249",149,5,130,1,0,0,16,34,697,0,2,1,0,0,88,0,68,2,175,"Very High"
"1250",3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,"Normal"
"1251",291,91,231,0,0,1,28,0,0,0,0,9,0,0,11,0,138,0,36,"Very High"
"1252",49,0,24,0,0,0,1,0,0,0,7,1,0,0,0,0,1,7,0,"Normal"
"1253",169,12,173,14,0,17,22,24,603,0,3,0,1,0,38,0,66,3,201,"Very High"
"1254",113,8,21,0,10,0,2,0,0,0,15,0,0,0,0,0,2,15,240,"High"
"1255",1236,152,590,69,10,20,36,208,809,17,90,55,28,21,0,0,3,90,488,"Massive"
"1256",314,29,108,1,19,3,24,0,0,38,128,0,0,19,0,0,2,128,466,"Very High"
"1257",167,13,166,0,2,0,35,0,0,0,18,16,0,0,0,0,39,18,515,"Very High"
"1258",502,59,294,70,0,0,10,220,816,17,40,2,0,0,36,0,2,40,393,"Massive"
"1259",290,177,240,51,0,65,1,6,0,0,1,0,0,1,1,8,26,1,84,"Very High"
"1260",2,0,11,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,"Normal"
"1261",30,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76,"Normal"
"1262",104,0,74,16,0,0,8,0,0,0,0,1,0,1,0,0,8,0,34,"Normal"
"1263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,"Normal"
"1264",254,64,178,0,0,1,28,0,0,0,0,14,0,0,11,0,138,0,68,"High"
"1265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,"Normal"
"1266",6,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1267",78,2,30,0,0,0,22,0,0,1,0,2,0,0,1,28,0,0,234,"High"
"1268",25,2,14,0,0,0,3,0,0,1,0,2,0,0,1,0,1,0,92,"Normal"
"1269",10,2,5,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,"Normal"
"1270",141,13,159,15,0,0,17,24,640,0,3,0,1,0,38,0,66,3,192,"Very High"
"1271",162,3,127,1,0,0,16,34,723,0,2,1,0,0,89,0,69,2,205,"Very High"
"1272",19,7,25,35,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,"Normal"
"1273",136,5,119,14,0,0,14,0,0,0,2,8,0,1,7,31,1,2,254,"High"
"1274",170,16,161,0,0,0,37,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"1275",179,13,161,0,2,0,41,0,0,0,18,16,0,0,0,0,40,18,519,"Very High"
"1276",1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"Normal"
"1277",180,13,84,0,1,1,21,1,0,25,13,10,0,0,0,1,3,13,47,"High"
"1278",6,0,6,22,0,0,3,0,0,0,0,1,0,0,0,0,13,0,39,"Normal"
"1279",0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Normal"
"1280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1281",72,2,42,0,0,0,22,0,0,1,0,7,0,0,1,28,1,0,255,"High"
"1282",28,1,16,1,0,1,16,29,0,0,0,2,0,1,0,43,3,0,9,"Normal"
"1283",62,2,15,6,0,1,8,0,0,0,0,7,0,0,1,0,1,0,227,"High"
"1284",170,16,158,0,0,0,36,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"1285",79,5,37,0,0,0,1,9,0,1,0,0,0,0,1,0,14,0,7,"Normal"
"1286",0,0,18,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,"Normal"
"1287",74,5,36,0,0,0,1,9,0,0,0,0,0,0,0,0,14,0,7,"Normal"
"1288",1352,209,474,59,13,54,47,278,0,10,50,40,24,21,6,5,4,50,393,"Massive"
"1289",12,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,"Normal"
"1290",142,13,159,15,0,0,17,24,640,0,3,0,1,0,38,0,66,3,193,"Very High"
"1291",95,11,15,5,0,1,3,1,0,0,0,7,0,0,1,0,0,0,37,"Normal"
"1292",132,11,112,0,1,0,12,0,0,0,1,9,0,0,0,0,40,1,397,"High"
"1293",285,38,234,69,0,0,11,123,792,7,10,0,0,0,13,0,2,10,233,"Very High"
"1294",437,226,302,54,0,53,0,6,0,0,11,0,0,4,1,16,0,11,76,"Very High"
"1295",416,49,199,22,1,13,35,0,27,32,165,6,0,1,0,0,2,165,254,"Very High"
"1296",376,61,217,25,0,1,0,0,29,0,0,22,0,1,7,0,4,0,226,"Very High"
"1297",100,2,61,0,0,0,0,0,0,0,1,0,0,0,0,0,38,1,382,"High"
"1298",84,8,45,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,206,"High"
"1299",120,13,140,14,0,17,16,23,548,0,2,0,1,0,39,0,66,2,210,"Very High"
"1300",157,14,29,0,21,1,2,0,0,22,26,0,0,19,0,0,1,26,356,"High"
"1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1302",83,4,33,0,0,1,17,0,0,0,10,1,0,0,0,0,1,10,107,"Normal"
"1303",124,2,67,0,0,0,9,0,0,0,1,1,0,0,0,0,38,1,496,"High"
"1304",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Normal"
"1305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"Normal"
"1306",0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"1307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1308",51,1,32,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,"Normal"
"1309",61,2,20,6,0,1,3,0,0,0,0,7,0,0,1,0,1,0,242,"High"
"1310",3,0,3,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,6,"Normal"
"1311",24,7,21,0,0,15,0,1,0,0,1,0,0,0,0,0,2,1,0,"Normal"
"1312",102,8,44,0,1,0,11,0,0,0,1,1,0,0,0,0,2,1,179,"High"
"1313",166,8,101,1,4,0,36,0,0,0,18,11,0,0,0,0,1,18,432,"High"
"1314",524,105,283,17,0,15,7,0,29,0,12,33,0,4,0,15,0,12,64,"Very High"
"1315",343,30,106,0,1,7,7,162,1,3,19,23,0,20,6,0,3,19,237,"Very High"
"1316",5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Normal"
"1317",80,0,41,0,0,0,1,33,0,1,0,0,0,0,1,0,14,0,8,"Normal"
"1318",78,0,35,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,8,"Normal"
"1319",182,8,95,1,4,0,36,0,0,0,18,11,0,0,0,0,1,18,452,"Very High"
"1320",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"1321",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"1322",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"1323",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"1324",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"1325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Normal"
"1326",2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"Normal"
"1327",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"Normal"
"1328",9,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Normal"
"1329",94,14,14,1,0,1,4,0,84,0,0,0,0,0,13,0,1,0,173,"High"
"1330",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,"Normal"
"1331",83,4,33,0,0,1,17,0,0,0,10,1,0,0,0,0,1,10,151,"High"
"1332",449,43,221,6,1,3,71,0,27,15,33,13,0,1,2,1,1,33,334,"Very High"
"1333",31,0,14,0,0,0,11,0,0,0,0,1,0,0,0,0,8,0,9,"Normal"
"1334",229,10,66,0,0,1,42,10,127,2,6,7,0,1,2,2,1,6,272,"High"
"1335",162,16,157,0,0,0,36,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"1336",87,6,15,6,0,1,4,0,0,0,0,7,0,0,1,0,2,0,239,"High"
"1337",144,13,161,14,0,17,16,24,548,0,3,0,1,0,39,0,66,3,199,"Very High"
"1338",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Normal"
"1339",15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,"Normal"
"1340",125,1,80,25,0,0,6,1,1,0,2,0,0,0,7,5,2,2,0,"Normal"
"1341",71,0,17,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,29,"Normal"
"1342",62,2,9,6,0,1,4,0,0,0,0,7,0,0,1,0,1,0,245,"High"
"1343",307,5,227,47,1,0,25,46,909,0,44,6,0,0,43,0,1,44,342,"Massive"
"1344",100,8,35,0,1,0,5,0,0,0,1,1,0,0,0,0,38,1,127,"High"
"1345",2,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"1346",133,4,113,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,566,"Very High"
"1347",113,2,44,0,0,0,28,0,0,1,1,10,0,0,3,28,0,1,268,"High"
"1348",24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1349",1677,209,584,67,12,37,39,296,113,17,93,56,29,26,0,6,3,93,420,"Massive"
"1350",263,74,210,0,0,1,28,0,0,0,0,9,0,0,11,0,138,0,68,"Very High"
"1351",527,80,279,0,0,1,33,0,30,0,5,29,0,1,7,48,4,5,138,"Very High"
"1352",361,20,240,47,1,1,25,78,906,0,43,6,0,0,43,0,3,43,395,"Massive"
"1353",2,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,26,0,5,"Normal"
"1354",16,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,"Normal"
"1355",11,2,35,0,0,0,0,1,0,0,0,12,0,0,0,0,2,0,0,"Normal"
"1356",196,18,134,0,1,15,5,43,1,16,185,6,0,11,1,0,2,185,261,"Very High"
"1357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1358",78,5,40,0,0,0,1,9,0,1,0,0,0,0,1,0,14,0,7,"Normal"
